Round 3,101999013,01030001
Round 4.5,201999013,00004500
Round 5.6,301999013,01056000
Round 6.7,401999013,00006700
Round 9.2,501999013,00009200
Round 10,601999013,01000010
Squar 7,701999013,03070000
Recta 5x3,801999013,00005300
Round 6.2,901999013,00006200
Round 8.5,1001999013,00009200
HEX 6.2,301999010,00714620
HEX 9.2,401999010,00106920
HEX 13.5,501999010,00155130
Squar 10,501999014,03100000
recta 10/3.6,301999014,04100036
Round 16,201999014,01160000
